MANZENT,mean
14101051002056,22.262825007665555
14101051003031,23.950362390458803
14101051003033,23.85119011038089
14101061001005,22.676916428609562
14101061001018,22.526320695064054
14101061002018,22.936093754068903
14101061003025,22.044055923831465
14101061004031,26.03320951702087
14101071001003,24.598669479529764
14101071001019,24.479143300239265
14101071001021,23.64677445741751
14101071002004,26.847916968380805
14101071002044,24.797611437320906
14101071002051,26.744676793851575
14101071003004,25.201744551843465
14101071005050,21.202196659780345
14101071005055,20.672122105525098
14101071006047,22.632033184698926
14101081001056,22.507428566761792
14101081001079,22.466136897297325
14101081001082,23.389568775209025
14101081002025,22.35838869995143
14101081003023,25.025803973775602
14101081003025,23.599716409781337
14101081003065,23.296955207482906
14101081004051,25.62082932859428
14101081005030,24.5843784794773
14101081005032,24.20911396350735
14101081006028,25.90303603311921
14101081006029,22.807341005609988
14101081006041,30.68570213239457
14101081008028,24.233192592002737
14101081009003,23.52332594754636
14101081009015,23.464820333918436
14101081009020,26.445130326239045
14101081009022,26.097231556137928
14101081009056,5.455106520173927
14101081010067,25.259533905758826
14101081010082,21.441026406459013
14101081010087,20.872958318434563
14101081011038,18.89443716489323
14101021001051,23.14194220174141
14101021001071,24.427787185758746
14101021001106,21.258693573773915
14101041001034,22.353628854987267
14101041001035,22.654190282802034
14101041001036,20.809269159104282
14101041005063,21.689636480121823
14101051001013,23.877614715593
14101051001035,21.562360631877
14101051001040,22.03957586465925
14101051002011,23.138212702226657
14101051002028,20.7516213006192
14101051002062,18.27828797193297
14101051004014,21.230479552969648
14101061001003,22.9310565096824
14101061001008,23.317877467491932
14101061002004,23.607014279449235
14101061002024,23.846881170733674
14101061002039,23.606088198383986
